,source,target,weight
2987,YdeO,appB,1
2988,YdeO,appC,1
2989,YdeO,gadE,1
2990,YdeO,yiiS,1
2991,YdeO,uspD,1
2992,YdeO,dctR,1
2993,YdeO,slp,1
2994,YdeO,mdtE,1
2995,YdeO,mdtF,1
2996,YdeO,gadW,1
2997,YdeO,appX,1
2998,YdeO,gadF,1
2999,UxuR,uxuA,-1
3000,UxuR,exuR,-1
3001,UxuR,lgoR,-1
3002,UxuR,lgoD,-1
3003,MntR,mntS,-1
3004,MntR,rybA,-1
3005,MntR,mntH,-1
3006,FrlR,frlA,-1
3007,FrlR,frlB,-1
3008,FrlR,frlC,-1
3009,FrlR,frlD,-1
3010,FrlR,frlR,-1
3011,BirA,bioA,-1
3012,BirA,bioB,-1
3013,BirA,bioC,-1
3014,BirA,bioD,-1
3015,BirA,bioF,-1
3016,GcvA,gcvH,0
3017,GcvA,gcvT,0
3018,GcvA,gcvA,-1
3019,GcvA,gcvP,0
3020,GcvA,gcvB,1
3021,DeoR,deoA,-1
3022,DeoR,deoB,-1
3023,DeoR,deoC,-1
3024,DeoR,deoD,-1
3025,DeoR,tsx,-1
3026,NrdR,nrdA,-1
3027,NrdR,nrdB,-1
3028,NrdR,nrdD,-1
3029,NrdR,yfaE,-1
3030,NrdR,nrdF,-1
3031,NrdR,nrdE,-1
3032,NrdR,nrdH,-1
3033,NrdR,nrdI,-1
3034,NrdR,nrdG,-1
3035,DinJ-YafQ,cspE,-1
3036,DinJ-YafQ,yafQ,-1
3037,DinJ-YafQ,dinJ,-1
3038,CysB,cysA,1
3039,CysB,cysC,1
3040,CysB,cysD,1
3041,CysB,cysK,1
3042,CysB,cysM,1
3043,CysB,cysN,1
3044,CysB,cysP,1
3045,CysB,cysU,1
3046,CysB,cysW,1
3047,CysB,ssuB,-1
3048,CysB,tauD,1
3049,CysB,tauA,1
3050,CysB,tauB,1
3051,CysB,tauC,1
3052,CysB,ssuC,-1
3053,CysB,ssuD,-1
3054,CysB,ssuA,-1
3055,CysB,ssuE,-1
3056,CysB,hslJ,-1
3057,CysB,cbl,1
3058,NtrC,hisM,1
3059,NtrC,argT,1
3060,NtrC,glnA,0
3061,NtrC,glnG,0
3062,NtrC,glnH,0
3063,NtrC,glnL,0
3064,NtrC,glnP,0
3065,NtrC,glnQ,0
3066,NtrC,hisP,1
3067,NtrC,relA,1
3068,NtrC,rpoE,1
3069,NtrC,hisJ,1
3070,NtrC,hisQ,1
3071,NtrC,rseA,1
3072,NtrC,yhdW,1
3073,NtrC,yhdX,1
3074,NtrC,yhdY,1
3075,NtrC,yhdZ,1
3076,NtrC,rseD,1
3077,NtrC,rutG,1
3078,NtrC,rutF,1
3079,NtrC,rutE,1
3080,NtrC,rutD,1
3081,NtrC,rutC,1
3082,NtrC,rutB,1
3083,NtrC,rutA,1
3084,NtrC,ddpF,1
3085,NtrC,ddpD,1
3086,NtrC,ddpC,1
3087,NtrC,ddpB,1
3088,NtrC,ddpA,1
3089,NtrC,ddpX,1
3090,NtrC,astE,1
3091,NtrC,astB,1
3092,NtrC,astD,1
3093,NtrC,astA,1
3094,NtrC,astC,1
3095,NtrC,rseC,1
3096,NtrC,rseB,1
3097,NtrC,patA,1
3098,NtrC,glnZ,0
3099,NanR,fimB,1
3100,NanR,nanA,-1
3101,NanR,nanX,-1
3102,NanR,nanT,-1
3103,NanR,nanQ,-1
3104,NanR,nanK,-1
3105,NanR,nanE,-1
3106,NanR,nanY,-1
3107,NanR,nanS,-1
3108,NanR,nanM,-1
3109,NanR,nanC,-1
3110,AlaS,alaS,-1
3111,MhpR,mhpE,1
3112,MhpR,mhpA,1
3113,MhpR,mhpB,1
3114,MhpR,mhpC,1
3115,MhpR,mhpD,1
3116,MhpR,mhpF,1
3117,BluR,ycgZ,-1
3118,BluR,ymgA,-1
3119,BluR,ariR,-1
3120,BluR,ymgC,-1
3121,PdhR,aceE,-1
3122,PdhR,aceF,-1
3123,PdhR,cyoA,-1
3124,PdhR,cyoB,-1
3125,PdhR,cyoC,-1
3126,PdhR,cyoD,-1
3127,PdhR,cyoE,-1
3128,PdhR,ddlB,-1
3129,PdhR,lpxC,-1
3130,PdhR,ftsA,-1
3131,PdhR,ftsI,-1
3132,PdhR,ftsQ,-1
3133,PdhR,ftsW,-1
3134,PdhR,ftsZ,-1
3135,PdhR,lpd,-1
3136,PdhR,mraY,-1
3137,PdhR,murC,-1
3138,PdhR,murD,-1
3139,PdhR,murE,-1
3140,PdhR,murF,-1
3141,PdhR,murG,-1
3142,PdhR,ndh,-1
3143,PdhR,ppsA,1
3144,PdhR,mraZ,-1
3145,PdhR,rsmH,-1
3146,PdhR,ftsL,-1
3147,PdhR,pdhR,-1
3148,PdhR,ppsR,1
3149,PdhR,grcA,-1
3150,PdhR,lldP,-1
3151,PdhR,glcB,-1
3152,PdhR,acpP,1
3153,PdhR,ftsO,-1
3154,PdhR,glcF,-1
3155,PdhR,fadE,1
3156,PdhR,gmhA,1
3157,PdhR,ybcV,1
3158,PdhR,ybcW,1
3159,PdhR,fumD,1
3160,PdhR,glcA,-1
3161,PdhR,glcG,-1
3162,PdhR,glcE,-1
3163,PdhR,glcD,-1
3164,MurR,murR,0
3165,MurR,murQ,-1
3166,MurR,murP,-1
3167,RhaS,rhaR,1
3168,RhaS,rhaS,1
3169,RhaS,rhaT,1
3170,RhaS,rhaD,1
3171,RhaS,rhaA,1
3172,RhaS,rhaB,1
3173,RutR,carA,1
3174,RutR,carB,1
3175,RutR,fepB,-1
3176,RutR,gadW,-1
3177,RutR,gadX,-1
3178,RutR,rutR,-1
3179,RutR,rutG,-1
3180,RutR,rutF,-1
3181,RutR,rutE,-1
3182,RutR,rutD,-1
3183,RutR,rutC,-1
3184,RutR,rutB,-1
3185,RutR,rutA,-1
3186,RutR,nemR,-1
3187,RutR,nemA,-1
3188,RutR,gloA,-1
3189,GlrR,rpoE,1
3190,GlrR,rseA,1
3191,GlrR,rseD,1
3192,GlrR,glmY,1
3193,GlrR,rseC,1
3194,GlrR,rseB,1
3195,MalT,lamB,1
3196,MalT,malE,1
3197,MalT,malF,1
3198,MalT,malG,1
3199,MalT,malK,1
3200,MalT,malM,1
3201,MalT,malP,1
3202,MalT,malQ,1
3203,MalT,malH,1
3204,ArsR,arsR,-1
3205,ArsR,arsB,-1
3206,ArsR,arsC,-1
3207,LsrR,lsrK,-1
3208,LsrR,lsrR,-1
3209,LsrR,lsrA,-1
3210,LsrR,lsrC,-1
3211,LsrR,lsrD,-1
3212,LsrR,lsrB,-1
3213,LsrR,lsrF,-1
3214,LsrR,lsrG,-1
3215,LsrR,tam,-1
3216,PhoP,hemL,1
3217,PhoP,nagA,1
3218,PhoP,ompT,1
3219,PhoP,phoP,0
3220,PhoP,phoQ,0
3221,PhoP,rstB,1
3222,PhoP,hdeA,1
3223,PhoP,hdeB,1
3224,PhoP,yhiD,1
3225,PhoP,hdeD,1
3226,PhoP,rsd,-1
3227,PhoP,treR,-1
3228,PhoP,gadW,1
3229,PhoP,mgtA,1
3230,PhoP,rmf,-1
3231,PhoP,mgtL,1
3232,PhoP,borD,1
3233,PhoP,clpS,-1
3234,PhoP,iraM,1
3235,PhoP,ydeO,-1
3236,PhoP,safA,-1
3237,PhoP,rstA,1
3238,PhoP,slyB,0
3239,PhoP,mgrB,1
3240,PhoP,queE,1
3241,PhoP,yrbL,1
3242,RstA,csgG,-1
3243,RstA,csgF,-1
3244,RstA,csgE,-1
3245,RstA,csgD,-1
3246,RstA,asr,1
3247,YefMB,yefM,-1
3248,YefMB,yoeB,-1
3249,BtsR,aceE,-1
3250,BtsR,aceF,-1
3251,BtsR,lpd,-1
3252,BtsR,mdh,-1
3253,BtsR,pdhR,-1
3254,BtsR,csgA,-1
3255,BtsR,cspC,-1
3256,BtsR,csgG,-1
3257,BtsR,csgF,-1
3258,BtsR,csgE,-1
3259,BtsR,csgD,-1
3260,BtsR,csgB,-1
3261,BtsR,csgC,-1
3262,BtsR,yobF,-1
3263,BtsR,btsT,1
3264,CpxR,acrD,1
3265,CpxR,cpxR,1
3266,CpxR,aroG,1
3267,CpxR,atpB,1
3268,CpxR,atpI,1
3269,CpxR,carA,1
3270,CpxR,carB,1
3271,CpxR,cheA,-1
3272,CpxR,cheW,-1
3273,CpxR,cpxA,1
3274,CpxR,hha,1
3275,CpxR,degP,1
3276,CpxR,motA,-1
3277,CpxR,motB,-1
3278,CpxR,ompC,1
3279,CpxR,ompF,-1
3280,CpxR,ppiA,1
3281,CpxR,slt,1
3282,CpxR,tsr,-1
3283,CpxR,ung,-1
3284,CpxR,xylE,-1
3285,CpxR,yccA,1
3286,CpxR,fdnG,1
3287,CpxR,ldtD,1
3288,CpxR,dsbA,1
3289,CpxR,marA,1
3290,CpxR,marR,1
3291,CpxR,acs,-1
3292,CpxR,csgA,-1
3293,CpxR,marB,1
3294,CpxR,baeS,1
3295,CpxR,baeR,1
3296,CpxR,dgcZ,1
3297,CpxR,chaA,1
3298,CpxR,yebE,1
3299,CpxR,srkA,1
3300,CpxR,rpoE,-1
3301,CpxR,mdtD,1
3302,CpxR,rseA,-1
3303,CpxR,chaB,-1
3304,CpxR,tomB,1
3305,CpxR,yddG,1
3306,CpxR,ampH,1
3307,CpxR,shoB,-1
3308,CpxR,cpxQ,1
3309,CpxR,rseD,-1
3310,CpxR,rprA,1
3311,CpxR,cyaR,-1
3312,CpxR,ppiD,1
3313,CpxR,efeU,-1
3314,CpxR,csgG,-1
3315,CpxR,csgF,-1
3316,CpxR,csgE,-1
3317,CpxR,csgD,-1
3318,CpxR,csgB,-1
3319,CpxR,ldtC,1
3320,CpxR,spy,1
3321,CpxR,ftnB,1
3322,CpxR,mdtA,1
3323,CpxR,mdtB,1
3324,CpxR,mdtC,1
3325,CpxR,rseC,-1
3326,CpxR,rseB,-1
3327,CpxR,kbp,1
3328,CpxR,yqaE,1
3329,CpxR,yqjA,1
3330,CpxR,mzrA,1
3331,CpxR,cpxP,1
3332,CpxR,btsT,-1
3333,CpxR,motR,-1
3334,YqhC,yqhD,1
3335,YqhC,dkgA,1
3336,PepA,carA,-1
3337,PepA,carB,-1
3338,PepA,pepA,-1
3339,DpiA,mdh,1
3340,DpiA,exuT,1
3341,DpiA,citG,1
3342,DpiA,citX,1
3343,DpiA,citF,1
3344,DpiA,citE,1
3345,DpiA,citD,1
3346,DpiA,citC,1
3347,DpiA,dpiB,1
3348,DpiA,dpiA,1
3349,NemR,nemR,-1
3350,NemR,nemA,-1
3351,NemR,gloA,-1
3352,MraZ,ddlB,-1
3353,MraZ,lpxC,-1
3354,MraZ,ftsA,-1
3355,MraZ,ftsI,-1
3356,MraZ,ftsQ,-1
3357,MraZ,ftsW,-1
3358,MraZ,ftsZ,-1
3359,MraZ,mraY,-1
3360,MraZ,murC,-1
3361,MraZ,murD,-1
3362,MraZ,murE,-1
3363,MraZ,murF,-1
3364,MraZ,murG,-1
3365,MraZ,mraZ,-1
3366,MraZ,rsmH,-1
3367,MraZ,ftsL,-1
3368,MraZ,mioC,-1
3369,MraZ,ftsO,-1
3370,AdiY,gltB,1
3371,AdiY,gltD,1
3372,AdiY,gadB,1
3373,AdiY,adiA,1
3374,AdiY,gltF,1
3375,AdiY,gadX,1
3376,AdiY,gadA,1
3377,AdiY,gadC,1
3378,GntR,eda,-1
3379,GntR,edd,-1
3380,GntR,idnK,-1
3381,GntR,gntT,-1
3382,GntR,idnT,-1
3383,GntR,gntK,-1
3384,GntR,gntU,-1
3385,GntR,idnO,-1
3386,MazEF,mazE,-1
3387,MazEF,mazG,-1
3388,MazEF,mazF,-1
3389,PdeL,rfe,-1
3390,PdeL,pdeL,1
3391,PdeL,fliF,-1
3392,PdeL,fliG,-1
3393,PdeL,fliH,-1
3394,PdeL,fliI,-1
3395,PdeL,fliJ,-1
3396,PdeL,fliK,-1
3397,PdeL,yghJ,1
3398,AscG,ascB,-1
3399,AscG,ascF,-1
3400,AscG,htpG,-1
3401,AscG,prpR,-1
3402,AscG,ybiT,-1
3403,EvgA,gadE,1
3404,EvgA,evgA,1
3405,EvgA,evgS,1
3406,EvgA,mdtE,1
3407,EvgA,mdtF,1
3408,EvgA,emrY,1
3409,EvgA,gadF,1
3410,EvgA,evgL,1
3411,EvgA,ydeO,1
3412,EvgA,safA,1
3413,EvgA,ydeP,1
3414,EvgA,yegZ,1
3415,EvgA,yegR,1
3416,EvgA,emrK,1
3417,EvgA,yfdE,1
3418,EvgA,yfdV,1
3419,EvgA,oxc,1
3420,EvgA,frc,1
3421,EvgA,yfdX,1
3422,BaeR,acrD,1
3423,BaeR,baeS,1
3424,BaeR,baeR,1
3425,BaeR,mdtD,1
3426,BaeR,spy,1
3427,BaeR,mdtA,1
3428,BaeR,mdtB,1
3429,BaeR,mdtC,1
3430,MalI,malI,-1
3431,MalI,malX,-1
3432,MalI,malY,-1
3433,AllR,gcl,-1
3434,AllR,allS,-1
3435,AllR,allA,-1
3436,AllR,hyi,-1
3437,AllR,glxR,-1
3438,AllR,allW,-1
3439,AllR,allB,-1
3440,AllR,ybbY,-1
3441,AllR,glxK,-1
3442,YhaJ,ygiD,1
3443,YhaJ,ybiJ,1
3444,YhaJ,bssS,1
3445,YhaJ,yqjF,1
3446,YhaJ,yhaK,1
3447,YhaJ,yhaL,1
3448,YhaJ,yhhW,1
3449,GadX,btuB,-1
3450,GadX,murI,-1
3451,GadX,hdeB,0
3452,GadX,gadB,1
3453,GadX,hdeD,1
3454,GadX,gadE,1
3455,GadX,dctR,1
3456,GadX,slp,1
3457,GadX,mdtE,1
3458,GadX,mdtF,1
3459,GadX,gadA,1
3460,GadX,gadF,1
3461,GadX,glsA,1
3462,GadX,ybaT,1
3463,GadX,gadC,1
3464,GadX,ydeM,-1
3465,GadX,ydeN,-1
3466,GadX,ynfB,-1
3467,GadX,speG,-1
3468,GadX,dtpA,-1
3469,UlaR,ulaB,-1
3470,UlaR,ulaC,-1
3471,UlaR,ulaG,-1
3472,UlaR,ulaA,-1
3473,UlaR,ulaD,-1
3474,UlaR,ulaE,-1
3475,UlaR,ulaF,-1
3476,CRP,puuC,-1
3477,CRP,ansB,1
3478,CRP,araA,1
3479,CRP,araB,1
3480,CRP,araC,1
3481,CRP,araD,1
3482,CRP,araE,1
3483,CRP,araF,1
3484,CRP,araG,1
3485,CRP,araH,1
3486,CRP,araJ,0
3487,CRP,argG,1
3488,CRP,aroA,-1
3489,CRP,ascB,1
3490,CRP,ascF,1
3491,CRP,aspA,1
3492,CRP,bglB,1
3493,CRP,bglF,1
3494,CRP,bglG,1
3495,CRP,cdd,0
3496,CRP,chbB,1
3497,CRP,chbC,1
3498,CRP,chbA,1
3499,CRP,chbR,1
3500,CRP,chbF,1
3501,CRP,cpdB,1
3502,CRP,crp,0
3503,CRP,cstA,1
3504,CRP,cyaA,-1
3505,CRP,cytR,0
3506,CRP,deoA,0
3507,CRP,deoB,0
3508,CRP,deoC,0
3509,CRP,deoD,0
3510,CRP,entF,-1
3511,CRP,envZ,0
3512,CRP,fadL,1
3513,CRP,fbaA,1
3514,CRP,fis,0
3515,CRP,flhC,1
3516,CRP,flhD,1
3517,CRP,fucI,1
3518,CRP,fucK,1
3519,CRP,fucP,1
3520,CRP,fucR,1
3521,CRP,fucU,1
3522,CRP,fumA,1
3523,CRP,fumC,1
3524,CRP,fur,1
3525,CRP,gabT,1
3526,CRP,galE,0
3527,CRP,galK,0
3528,CRP,galS,1
3529,CRP,galT,0
3530,CRP,epd,1
3531,CRP,gcd,-1
3532,CRP,gcvH,1
3533,CRP,glgA,1
3534,CRP,glgC,1
3535,CRP,glgP,1
3536,CRP,glpA,1
3537,CRP,glpB,1
3538,CRP,glpC,1
3539,CRP,glpD,1
3540,CRP,glpE,1
3541,CRP,glpG,1
3542,CRP,glpQ,1
3543,CRP,glpR,1
3544,CRP,glpT,1
3545,CRP,gltA,1
3546,CRP,gltB,-1
3547,CRP,gltD,-1
3548,CRP,guaA,1
3549,CRP,guaB,1
3550,CRP,hflC,-1
3551,CRP,hflK,-1
3552,CRP,hflX,-1
3553,CRP,hfq,-1
3554,CRP,htpG,-1
3555,CRP,hupA,1
3556,CRP,hupB,1
3557,CRP,ilvB,1
3558,CRP,ilvN,1
3559,CRP,infB,-1
3560,CRP,rpoS,-1
3561,CRP,lacA,0
3562,CRP,lacI,1
3563,CRP,lacY,0
3564,CRP,lacZ,0
3565,CRP,lamB,1
3566,CRP,malE,1
3567,CRP,malF,1
3568,CRP,malG,1
3569,CRP,malI,0
3570,CRP,malK,1
3571,CRP,malM,1
3572,CRP,malT,1
3573,CRP,malX,1
3574,CRP,malY,1
3575,CRP,manX,1
3576,CRP,manY,1
3577,CRP,manZ,1
3578,CRP,mazE,1
3579,CRP,melA,1
3580,CRP,melB,1
3581,CRP,mglA,1
3582,CRP,mglB,1
3583,CRP,mglC,1
3584,CRP,mtlA,1
3585,CRP,mtlD,1
3586,CRP,nagA,0
3587,CRP,nagB,0
3588,CRP,umpH,0
3589,CRP,nagE,0
3590,CRP,nagC,0
3591,CRP,nanA,1
3592,CRP,nmpC,1
3593,CRP,nupG,0
3594,CRP,nusA,-1
3595,CRP,ompF,1
3596,CRP,ompR,0
3597,CRP,pck,0
3598,CRP,pflB,1
3599,CRP,pgk,1
3600,CRP,pnp,-1
3601,CRP,ppiA,0
3602,CRP,priB,1
3603,CRP,ptsG,1
3604,CRP,ptsH,0
3605,CRP,purH,-1
3606,CRP,relA,1
3607,CRP,rhaR,1
3608,CRP,rhaS,1
3609,CRP,rplI,1
3610,CRP,rplM,-1
3611,CRP,rpoH,0
3612,CRP,rpsF,1
3613,CRP,rpsI,-1
3614,CRP,rpsO,-1
3615,CRP,rpsR,1
3616,CRP,sdhB,1
3617,CRP,sdhC,1
3618,CRP,secB,1
3619,CRP,serA,1
3620,CRP,serC,-1
3621,CRP,sucA,1
3622,CRP,sucB,1
3623,CRP,sucC,1
3624,CRP,sucD,1
3625,CRP,tdcA,1
3626,CRP,tdcB,1
3627,CRP,tdcC,1
3628,CRP,tnaA,1
3629,CRP,tnaB,1
3630,CRP,trg,1
3631,CRP,trxA,-1
3632,CRP,tsx,0
3633,CRP,udp,0
3634,CRP,ugpA,1
3635,CRP,ugpB,1
3636,CRP,ugpC,1
3637,CRP,ugpE,1
3638,CRP,ugpQ,1
3639,CRP,uhpT,1
3640,CRP,uxuA,1
3641,CRP,xseA,-1
3642,CRP,xylE,1
3643,CRP,cspD,1
3644,CRP,ompW,-1
3645,CRP,hyfA,1
3646,CRP,raiA,1
3647,CRP,ygeA,1
3648,CRP,tdcD,1
3649,CRP,truB,-1
3650,CRP,rbfA,-1
3651,CRP,rimP,-1
3652,CRP,yhfA,0
3653,CRP,psiE,-1
3654,CRP,dcuA,1
3655,CRP,melR,1
3656,CRP,mazF,1
3657,CRP,focA,1
3658,CRP,ivbL,1
3659,CRP,tnaC,1
3660,CRP,hyfB,1
3661,CRP,preA,1
3662,CRP,dusB,0
3663,CRP,gabD,1
3664,CRP,gabP,1
3665,CRP,glgS,1
3666,CRP,dadA,0
3667,CRP,dadX,0
3668,CRP,gcvT,1
3669,CRP,acs,1
3670,CRP,gltF,-1
3671,CRP,fadD,1
3672,CRP,ychH,1
3673,CRP,gadE,-1
3674,CRP,caiD,1
3675,CRP,caiC,1
3676,CRP,caiB,1
3677,CRP,caiA,1
3678,CRP,caiT,1
3679,CRP,proP,0
3680,CRP,psuK,1
3681,CRP,galM,0
3682,CRP,hofC,1
3683,CRP,gcvP,1
3684,CRP,puuB,-1
3685,CRP,csqR,0
3686,CRP,rhaD,1
3687,CRP,rhaA,1
3688,CRP,rhaB,1
3689,CRP,sbmC,1
3690,CRP,rpoE,1
3691,CRP,actP,1
3692,CRP,yjcH,1
3693,CRP,mtlR,1
3694,CRP,nupC,1
3695,CRP,psuG,1
3696,CRP,hofB,1
3697,CRP,ppdD,1
3698,CRP,galP,1
3699,CRP,idnK,1
3700,CRP,cspE,1
3701,CRP,chbG,1
3702,CRP,mdtE,-1
3703,CRP,mdtF,-1
3704,CRP,plaR,-1
3705,CRP,yiaK,1
3706,CRP,yiaL,1
3707,CRP,yiaM,1
3708,CRP,yiaN,1
3709,CRP,yiaO,1
3710,CRP,lyxK,1
3711,CRP,sgbH,1
3712,CRP,sgbU,1
3713,CRP,sgbE,1
3714,CRP,aldB,1
3715,CRP,rseA,1
3716,CRP,gntT,1
3717,CRP,lhgD,1
3718,CRP,gatA,1
3719,CRP,gatB,1
3720,CRP,gatC,1
3721,CRP,gatD,1
3722,CRP,gatY,1
3723,CRP,puuR,-1
3724,CRP,ulaB,1
3725,CRP,ulaC,1
3726,CRP,cycA,1
3727,CRP,idnT,1
3728,CRP,sgcA,1
3729,CRP,sgcC,1
3730,CRP,sgcX,1
3731,CRP,gntP,1
3732,CRP,caiE,1
3733,CRP,gntK,1
3734,CRP,gntU,1
3735,CRP,cas3,1
3736,CRP,uxaA,1
3737,CRP,agaA,1
3738,CRP,cas2,-1
3739,CRP,frlA,1
3740,CRP,dctA,1
3741,CRP,dgoA,1
3742,CRP,dgoK,1
3743,CRP,dgoT,1
3744,CRP,gpsA,1
3745,CRP,hpt,1
3746,CRP,uxuB,1
3747,CRP,metY,-1
3748,CRP,rmf,1
3749,CRP,sgcB,1
3750,CRP,gadF,-1
3751,CRP,rseD,1
3752,CRP,sdhX,1
3753,CRP,raiZ,1
3754,CRP,malH,1
3755,CRP,csrC,-1
3756,CRP,cyaR,1
3757,CRP,mcaS,1
3758,CRP,sroD,1
3759,CRP,fadH,1
3760,CRP,nanT,1
3761,CRP,yahN,1
3762,CRP,prpR,1
3763,CRP,prpB,1
3764,CRP,prpC,1
3765,CRP,prpD,1
3766,CRP,prpE,1
3767,CRP,mhpR,1
3768,CRP,mhpE,1
3769,CRP,rihA,1
3770,CRP,ldtB,0
3771,CRP,ybiT,0
3772,CRP,comR,-1
3773,CRP,bhsA,-1
3774,CRP,hlyE,1
3775,CRP,puuD,-1
3776,CRP,puuE,-1
3777,CRP,abgR,1
3778,CRP,paaZ,1
3779,CRP,paaA,1
3780,CRP,paaB,1
3781,CRP,paaC,1
3782,CRP,paaD,1
3783,CRP,paaE,1
3784,CRP,paaF,1
3785,CRP,paaG,1
3786,CRP,paaH,1
3787,CRP,paaI,1
3788,CRP,paaJ,1
3789,CRP,paaK,1
3790,CRP,mokB,1
3791,CRP,ortT,-1
3792,CRP,lsrK,1
3793,CRP,lsrR,1
3794,CRP,lsrA,1
3795,CRP,lsrC,1
3796,CRP,lsrD,1
3797,CRP,lsrB,1
3798,CRP,lsrF,1
3799,CRP,lsrG,1
3800,CRP,tam,1
3801,CRP,rspB,1
3802,CRP,rspA,1
3803,CRP,gatZ,1
3804,CRP,preT,1
3805,CRP,murQ,1
3806,CRP,murP,1
3807,CRP,hyfC,1
3808,CRP,hyfD,1
3809,CRP,hyfE,1
3810,CRP,hyfF,1
3811,CRP,hyfG,1
3812,CRP,hyfH,1
3813,CRP,hyfI,1
3814,CRP,hyfJ,1
3815,CRP,hyfR,1
3816,CRP,focB,1
3817,CRP,rseC,1
3818,CRP,rseB,1
3819,CRP,glaH,1
3820,CRP,cas1,-1
3821,CRP,casE,-1
3822,CRP,casD,-1
3823,CRP,casC,-1
3824,CRP,casB,-1
3825,CRP,casA,-1
3826,CRP,ygcW,1
3827,CRP,yqeF,1
3828,CRP,ygeW,1
3829,CRP,aer,1
3830,CRP,tdcG,1
3831,CRP,tdcF,1
3832,CRP,tdcE,1
3833,CRP,kbaZ,1
3834,CRP,agaV,1
3835,CRP,agaW,1
3836,CRP,nanQ,1
3837,CRP,nanK,1
3838,CRP,nanE,1
3839,CRP,aaeB,1
3840,CRP,aaeA,1
3841,CRP,aaeX,1
3842,CRP,aaeR,-1
3843,CRP,frlB,1
3844,CRP,frlC,1
3845,CRP,frlD,1
3846,CRP,frlR,1
3847,CRP,hofP,1
3848,CRP,hofO,1
3849,CRP,hofN,1
3850,CRP,hofM,1
3851,CRP,dgoR,1
3852,CRP,dcuR,1
3853,CRP,ulaA,1
3854,CRP,ulaD,1
3855,CRP,ulaE,1
3856,CRP,ulaF,1
3857,CRP,ytfK,1
3858,CRP,idnR,1
3859,CRP,idnO,1
3860,CRP,idnD,1
3861,CRP,yjhG,1
3862,CRP,yjhH,1
3863,CRP,yjhI,1
3864,CRP,sgcR,1
3865,CRP,sgcE,1
3866,CRP,sgcQ,1
3867,CRP,nanS,1
3868,CRP,nanM,1
3869,CRP,nanC,1
3870,CRP,btsT,1
3871,CRP,uxaC,1
3872,CRP,dgoD,1
3873,CRP,mhpA,1
3874,CRP,mhpB,1
3875,CRP,mhpC,1
3876,CRP,mhpD,1
3877,CRP,mhpF,1
3878,CRP,uhpU,1
3879,LrhA,fimE,1
3880,LrhA,flhC,-1
3881,LrhA,flhD,-1
3882,LrhA,leuO,1
3883,LrhA,lrhA,1
3884,IclR,aceA,-1
3885,IclR,aceB,-1
3886,IclR,aceK,-1
3887,IclR,iclR,-1
3888,YebK,yebK,-1
3889,RclR,rclC,1
3890,RclR,rclB,1
3891,RclR,rclA,1
3892,HigA,higA,-1
3893,HigA,higB,-1
3894,PutA,putA,-1
3895,PutA,putP,-1
3896,BasR,dgkA,1
3897,BasR,fimB,1
3898,BasR,hha,1
3899,BasR,putA,-1
3900,BasR,eptA,1
3901,BasR,tomB,1
3902,BasR,qseC,1
3903,BasR,arnE,1
3904,BasR,csgG,1
3905,BasR,csgF,1
3906,BasR,csgE,1
3907,BasR,csgD,1
3908,BasR,cspI,1
3909,BasR,arnB,1
3910,BasR,arnC,1
3911,BasR,arnA,1
3912,BasR,arnD,1
3913,BasR,arnT,1
3914,BasR,arnF,1
3915,BasR,qseB,1
3916,BasR,yrbL,-1
3917,GlcC,glcB,1
3918,GlcC,glcF,1
3919,GlcC,glcA,1
3920,GlcC,glcG,1
3921,GlcC,glcE,1
3922,GlcC,glcD,1
3923,GlcC,glcC,-1
3924,SoxS,fldA,1
3925,SoxS,fumC,1
3926,SoxS,fur,1
3927,SoxS,fpr,1
3928,SoxS,nfo,1
3929,SoxS,ptsG,1
3930,SoxS,rimK,1
3931,SoxS,sodA,1
3932,SoxS,soxS,-1
3933,SoxS,zwf,1
3934,SoxS,nfsA,1
3935,SoxS,acnA,1
3936,SoxS,ribA,1
3937,SoxS,rob,-1
3938,SoxS,inaA,1
3939,SoxS,waaY,1
3940,SoxS,waaZ,1
3941,SoxS,marA,1
3942,SoxS,marR,1
3943,SoxS,marB,1
3944,SoxS,nepI,1
3945,SoxS,acrA,1
3946,SoxS,acrB,1
3947,SoxS,ybjC,1
3948,SoxS,micF,1
3949,SoxS,nfsB,1
3950,SoxS,uof,1
3951,SoxS,decR,1
3952,SoxS,ybjN,1
3953,SoxS,pqiA,1
3954,SoxS,pqiB,1
3955,SoxS,pqiC,1
3956,SoxS,ompN,1
3957,SoxS,ydbK,1
3958,SoxS,yrbL,1
3959,PhoB,eda,-1
3960,PhoB,phnC,1
3961,PhoB,phnD,1
3962,PhoB,phnF,1
3963,PhoB,phnG,1
3964,PhoB,phnH,1
3965,PhoB,phnI,1
3966,PhoB,phnJ,1
3967,PhoB,phnK,1
3968,PhoB,phnL,1
3969,PhoB,phnM,1
3970,PhoB,phnN,1
3971,PhoB,phnO,1
3972,PhoB,phnP,1
3973,PhoB,phoA,1
3974,PhoB,phoB,1
3975,PhoB,phoE,1
3976,PhoB,phoR,1
3977,PhoB,pstS,1
3978,PhoB,phoU,1
3979,PhoB,pstA,1
3980,PhoB,pstB,1
3981,PhoB,pstC,1
3982,PhoB,sbcC,-1
3983,PhoB,ugpA,0
3984,PhoB,ugpB,0
3985,PhoB,ugpC,0
3986,PhoB,ugpE,0
3987,PhoB,ugpQ,0
