,source,target,weight
1015,Fis,ndh,0
1016,Fis,nirB,-1
1017,Fis,nirC,-1
1018,Fis,nirD,-1
1019,Fis,ogt,-1
1020,Fis,ptsG,0
1021,Fis,queA,1
1022,Fis,recF,-1
1023,Fis,topA,0
1024,Fis,tpr,1
1025,Fis,tufB,1
1026,Fis,fau,0
1027,Fis,mazF,1
1028,Fis,dusB,-1
1029,Fis,dps,-1
1030,Fis,marA,1
1031,Fis,marR,1
1032,Fis,acs,-1
1033,Fis,marB,1
1034,Fis,proP,1
1035,Fis,nuoM,1
1036,Fis,nuoF,1
1037,Fis,nrfA,-1
1038,Fis,grcA,1
1039,Fis,actP,-1
1040,Fis,yjcH,-1
1041,Fis,nrfB,-1
1042,Fis,nrfC,-1
1043,Fis,nrfD,-1
1044,Fis,nrfE,-1
1045,Fis,nrfF,-1
1046,Fis,nrfG,-1
1047,Fis,mtlR,-1
1048,Fis,fimI,1
1049,Fis,nuoA,1
1050,Fis,nuoB,1
1051,Fis,nuoC,1
1052,Fis,nuoE,1
1053,Fis,nuoG,1
1054,Fis,nuoH,1
1055,Fis,nuoI,1
1056,Fis,nuoJ,1
1057,Fis,nuoK,1
1058,Fis,nuoL,1
1059,Fis,nuoN,1
1060,Fis,cbpA,-1
1061,Fis,cbpM,-1
1062,Fis,aldB,-1
1063,Fis,yfaE,1
1064,Fis,alaT,1
1065,Fis,alaU,1
1066,Fis,alaV,1
1067,Fis,gltT,1
1068,Fis,gltU,1
1069,Fis,gltV,1
1070,Fis,gltW,1
1071,Fis,glyT,1
1072,Fis,ileT,1
1073,Fis,ileU,1
1074,Fis,ileV,1
1075,Fis,leuP,1
1076,Fis,leuQ,1
1077,Fis,leuV,1
1078,Fis,lysV,1
1079,Fis,rnpB,0
1080,Fis,rrfA,1
1081,Fis,rrfB,1
1082,Fis,rrfC,1
1083,Fis,rrfD,1
1084,Fis,rrfE,1
1085,Fis,rrfG,1
1086,Fis,rrfH,1
1087,Fis,rrlA,1
1088,Fis,rrlB,1
1089,Fis,rrlC,1
1090,Fis,rrlD,1
1091,Fis,rrlE,1
1092,Fis,rrlG,1
1093,Fis,rrlH,1
1094,Fis,rrsA,1
1095,Fis,rrsB,1
1096,Fis,rrsC,1
1097,Fis,rrsD,1
1098,Fis,rrsE,1
1099,Fis,rrsG,1
1100,Fis,rrsH,1
1101,Fis,rrfF,1
1102,Fis,ssrS,0
1103,Fis,thrT,1
1104,Fis,thrU,1
1105,Fis,thrV,1
1106,Fis,tyrT,1
1107,Fis,tyrU,1
1108,Fis,tyrV,1
1109,Fis,valU,1
1110,Fis,valX,1
1111,Fis,valY,1
1112,Fis,malH,1
1113,Fis,nanT,-1
1114,Fis,hlyE,-1
1115,Fis,yoaG,-1
1116,Fis,yeaR,-1
1117,Fis,glcC,-1
1118,Fis,nanQ,-1
1119,Fis,nanK,-1
1120,Fis,nanE,-1
1121,Fis,fimR2,1
1122,Fis,glnZ,1
1123,PgrR,tyrR,-1
1124,PgrR,ycjF,-1
1125,PgrR,ymjC,-1
1126,PgrR,ymjD,-1
1127,PgrR,ycjX,-1
1128,PgrR,ycjG,-1
1129,PgrR,mpaA,-1
1130,PgrR,ycjY,-1
1131,PgrR,mppA,-1
1132,IscR,hyaA,-1
1133,IscR,hyaB,-1
1134,IscR,hyaC,-1
1135,IscR,hyaD,-1
1136,IscR,hyaE,-1
1137,IscR,hyaF,-1
1138,IscR,sufA,1
1139,IscR,napC,-1
1140,IscR,napB,-1
1141,IscR,napH,-1
1142,IscR,napG,-1
1143,IscR,napA,-1
1144,IscR,napF,-1
1145,IscR,iscA,-1
1146,IscR,napD,-1
1147,IscR,erpA,-1
1148,IscR,torT,-1
1149,IscR,sufE,1
1150,IscR,sufS,1
1151,IscR,sufD,1
1152,IscR,sufC,1
1153,IscR,sufB,1
1154,IscR,selO,1
1155,IscR,iscU,-1
1156,IscR,iscS,-1
1157,IscR,iscR,-1
1158,IscR,rnlA,-1
1159,IscR,rnlB,-1
1160,IscR,nfuA,-1
1161,BetI,betA,-1
1162,BetI,betB,-1
1163,BetI,betI,-1
1164,BetI,betT,-1
1165,Cra,aceA,1
1166,Cra,aceB,1
1167,Cra,aceE,-1
1168,Cra,aceF,-1
1169,Cra,aceK,1
1170,Cra,adhE,-1
1171,Cra,aroP,1
1172,Cra,crp,1
1173,Cra,crr,0
1174,Cra,cydA,1
1175,Cra,cydB,1
1176,Cra,cysG,-1
1177,Cra,eda,-1
1178,Cra,edd,-1
1179,Cra,eno,-1
1180,Cra,fbaA,-1
1181,Cra,gapA,-1
1182,Cra,epd,-1
1183,Cra,icd,1
1184,Cra,lpd,-1
1185,Cra,manX,-1
1186,Cra,manY,-1
1187,Cra,manZ,-1
1188,Cra,mtlA,-1
1189,Cra,mtlD,-1
1190,Cra,nirB,-1
1191,Cra,nirC,-1
1192,Cra,nirD,-1
1193,Cra,pck,1
1194,Cra,pfkA,-1
1195,Cra,pgk,-1
1196,Cra,ppc,-1
1197,Cra,ppsA,1
1198,Cra,ptsH,0
1199,Cra,ptsI,0
1200,Cra,pykF,-1
1201,Cra,tpiA,-1
1202,Cra,pdhR,-1
1203,Cra,marA,-1
1204,Cra,marR,-1
1205,Cra,hypF,-1
1206,Cra,marB,-1
1207,Cra,setA,-1
1208,Cra,mtlR,-1
1209,Cra,gpmM,-1
1210,Cra,envC,-1
1211,Cra,yibQ,-1
1212,Cra,mpl,-1
1213,Cra,glk,-1
1214,Cra,sgrT,-1
1215,Cra,sgrS,-1
1216,Cra,prpB,-1
1217,Cra,prpC,-1
1218,Cra,prpD,-1
1219,Cra,prpE,-1
1220,Cra,csgG,1
1221,Cra,csgF,1
1222,Cra,csgE,1
1223,Cra,csgD,1
1224,Cra,yeaD,-1
1225,Cra,fbaB,-1
1226,Cra,fruB,-1
1227,RbsR,add,1
1228,RbsR,purD,-1
1229,RbsR,purH,-1
1230,RbsR,rbsA,-1
1231,RbsR,rbsB,-1
1232,RbsR,rbsC,-1
1233,RbsR,rbsD,-1
1234,RbsR,rbsK,-1
1235,RbsR,rbsR,-1
1236,RbsR,dcd,1
1237,RbsR,udk,1
1238,RbsR,rbsZ,-1
1239,EnvR,acrA,-1
1240,EnvR,acrB,-1
1241,MngR,mngR,-1
1242,MngR,mngA,-1
1243,MngR,mngB,-1
1244,PyrR,yhjX,1
1245,AidB,aidB,-1
1246,TorR,rpoS,1
1247,TorR,tnaA,1
1248,TorR,tnaB,1
1249,TorR,tnaC,1
1250,TorR,torA,1
1251,TorR,torC,1
1252,TorR,torD,1
1253,TorR,torR,-1
1254,AcrR,soxR,-1
1255,AcrR,soxS,-1
1256,AcrR,marA,-1
1257,AcrR,marR,-1
1258,AcrR,marB,-1
1259,AcrR,acrA,-1
1260,AcrR,acrB,-1
1261,AcrR,acrR,-1
1262,AcrR,mdtU,-1
1263,AcrR,puuA,-1
1264,AcrR,mdtI,-1
1265,AcrR,mdtJ,-1
1266,StpA,fau,-1
1267,StpA,cas2,1
1268,StpA,ssrS,-1
1269,StpA,cas1,1
1270,StpA,casE,1
1271,StpA,casD,1
1272,StpA,casC,1
1273,StpA,casB,1
1274,StpA,casA,1
1275,RelB,relB,-1
1276,RelB,hokD,-1
1277,RelB,relE,-1
1278,Cbl,ssuB,1
1279,Cbl,tauD,1
1280,Cbl,tauA,1
1281,Cbl,tauB,1
1282,Cbl,tauC,1
1283,Cbl,ssuC,1
1284,Cbl,ssuD,1
1285,Cbl,ssuA,1
1286,Cbl,ssuE,1
1287,SoxR,aroF,1
1288,SoxR,fumC,1
1289,SoxR,sodA,1
1290,SoxR,soxR,-1
1291,SoxR,soxS,1
1292,SoxR,tyrA,1
1293,SoxR,yjcB,1
1294,SoxR,yrbL,1
1295,FhlA,fdhF,1
1296,FhlA,fhlA,1
1297,FhlA,hycA,1
1298,FhlA,hycB,1
1299,FhlA,hycC,1
1300,FhlA,hycD,1
1301,FhlA,hycE,1
1302,FhlA,hycF,1
1303,FhlA,hycG,1
1304,FhlA,hycH,1
1305,FhlA,hypA,1
1306,FhlA,hypB,1
1307,FhlA,hypC,1
1308,FhlA,hypD,1
1309,FhlA,hypE,1
1310,FhlA,hypF,1
1311,FhlA,hydN,1
1312,FhlA,hycI,1
1313,HprR,cusA,1
1314,HprR,cusS,1
1315,HprR,cusR,1
1316,HprR,cusC,1
1317,HprR,cusF,1
1318,HprR,cusB,1
1319,HprR,hiuH,1
1320,HprR,msrP,1
1321,HprR,msrQ,1
1322,MarA,fumC,1
1323,MarA,lacA,-1
1324,MarA,lacY,-1
1325,MarA,lacZ,-1
1326,MarA,fpr,1
1327,MarA,purA,-1
1328,MarA,rimK,1
1329,MarA,sodA,1
1330,MarA,xseA,1
1331,MarA,zwf,1
1332,MarA,nfsA,1
1333,MarA,acnA,1
1334,MarA,rob,-1
1335,MarA,hdeA,-1
1336,MarA,hdeB,-1
1337,MarA,yhiD,-1
1338,MarA,inaA,1
1339,MarA,marA,1
1340,MarA,marR,1
1341,MarA,marB,1
1342,MarA,acrA,1
1343,MarA,acrB,1
1344,MarA,mlaD,1
1345,MarA,mlaE,1
1346,MarA,mlaF,1
1347,MarA,ybjC,1
1348,MarA,micF,1
1349,MarA,nfsB,1
1350,MarA,ybjN,1
1351,MarA,pqiA,1
1352,MarA,pqiB,1
1353,MarA,pqiC,1
1354,MarA,ycgZ,1
1355,MarA,ymgA,1
1356,MarA,ariR,1
1357,MarA,ymgC,1
1358,MarA,mlaB,1
1359,MarA,mlaC,1
1360,ZraR,zraS,1
1361,ZraR,acrE,1
1362,ZraR,glnA,1
1363,ZraR,glnH,1
1364,ZraR,zraR,1
1365,ZraR,rfaD,1
1366,ZraR,rpoH,1
1367,ZraR,sspA,1
1368,ZraR,raiA,1
1369,ZraR,fliA,1
1370,ZraR,zraP,1
1371,ZraR,cspB,1
1372,ZraR,gadW,1
1373,ZraR,exuR,1
1374,ZraR,yhdW,1
1375,ZraR,ssrA,1
1376,ZraR,rmf,-1
1377,ZraR,yrdD,1
1378,ZraR,yhhY,1
1379,ZraR,cpxP,1
1380,ZraR,yjjY,1
1381,ArgP,asd,1
1382,ArgP,dapB,1
1383,ArgP,dapD,1
1384,ArgP,dnaA,1
1385,ArgP,dnaN,1
1386,ArgP,gdhA,1
1387,ArgP,lysA,1
1388,ArgP,lysC,1
1389,ArgP,nrdA,1
1390,ArgP,nrdB,1
1391,ArgP,recF,1
1392,ArgP,argO,1
1393,ArgP,lysP,1
1394,ArgP,yfaE,1
1395,GadE,gltB,1
1396,GadE,gltD,1
1397,GadE,rcsA,1
1398,GadE,hdeA,1
1399,GadE,hdeB,1
1400,GadE,yhiD,1
1401,GadE,gadB,1
1402,GadE,hdeD,1
1403,GadE,gltF,1
1404,GadE,yjbQ,1
1405,GadE,yjbR,1
1406,GadE,yhiM,1
1407,GadE,mdtE,1
1408,GadE,mdtF,1
1409,GadE,gadW,1
1410,GadE,gadX,1
1411,GadE,gadC,1
1412,TyrR,aroF,-1
1413,TyrR,aroG,-1
1414,TyrR,aroL,-1
1415,TyrR,aroM,-1
1416,TyrR,aroP,-1
1417,TyrR,folA,1
1418,TyrR,mtr,1
1419,TyrR,tyrA,-1
1420,TyrR,tyrB,-1
1421,TyrR,tyrP,0
1422,TyrR,yaiA,-1
1423,CecR,rhlE,1
1424,CecR,cecR,-1
1425,CecR,ybhR,-1
1426,CecR,ybhS,-1
1427,CecR,ybhF,-1
1428,CecR,ybhG,-1
1429,GlaR,apt,-1
1430,GlaR,aroB,-1
1431,GlaR,aroP,-1
1432,GlaR,cadC,1
1433,GlaR,cysN,1
1434,GlaR,cysS,-1
1435,GlaR,fhuE,-1
1436,GlaR,gabT,-1
1437,GlaR,gdhA,-1
1438,GlaR,zraR,-1
1439,GlaR,kdsA,1
1440,GlaR,mglA,-1
1441,GlaR,mrdA,-1
1442,GlaR,murD,1
1443,GlaR,nlpA,-1
1444,GlaR,pdxA,-1
1445,GlaR,ppiB,1
1446,GlaR,priC,1
1447,GlaR,rhsD,-1
1448,GlaR,rpsF,1
1449,GlaR,tar,-1
1450,GlaR,pdhR,1
1451,GlaR,ttdA,-1
1452,GlaR,yidB,1
1453,GlaR,gabD,-1
1454,GlaR,gabP,-1
1455,GlaR,ppx,-1
1456,GlaR,inaA,-1
1457,GlaR,yigG,1
1458,GlaR,gltF,1
1459,GlaR,smg,1
1460,GlaR,baeS,-1
1461,GlaR,phoH,-1
1462,GlaR,chaA,-1
1463,GlaR,gcvA,-1
1464,GlaR,rpiB,1
1465,GlaR,yihD,1
1466,GlaR,yihM,-1
1467,GlaR,kdgT,-1
1468,GlaR,tehA,-1
1469,GlaR,dctR,1
1470,GlaR,htrE,1
1471,GlaR,yehD,1
1472,GlaR,yehS,1
1473,GlaR,rssB,-1
1474,GlaR,idnK,-1
1475,GlaR,hinT,1
1476,GlaR,gadW,-1
1477,GlaR,gadX,1
1478,GlaR,yadN,1
1479,GlaR,lhgD,-1
1480,GlaR,chaB,-1
1481,GlaR,chaC,-1
1482,GlaR,rfbB,1
1483,GlaR,prmC,-1
1484,GlaR,yfjD,-1
1485,GlaR,yfiL,-1
1486,GlaR,sgcC,-1
1487,GlaR,ttdR,-1
1488,GlaR,ygjI,1
1489,GlaR,ybaN,-1
1490,GlaR,dgcN,-1
1491,GlaR,yjdP,-1
1492,GlaR,dinQ,-1
1493,GlaR,ldcC,-1
1494,GlaR,elfC,-1
1495,GlaR,ycbU,-1
1496,GlaR,ycbV,-1
1497,GlaR,csgI,-1
1498,GlaR,yccU,-1
1499,GlaR,bssS,1
1500,GlaR,pdeG,-1
1501,GlaR,ycgJ,-1
1502,GlaR,pliG,1
1503,GlaR,ycgY,1
1504,GlaR,ycgV,-1
1505,GlaR,ychQ,1
1506,GlaR,yciU,-1
1507,GlaR,ycjP,-1
1508,GlaR,ynaE,-1
1509,GlaR,ydcK,-1
1510,GlaR,ydeO,1
1511,GlaR,safA,1
1512,GlaR,lsrG,1
1513,GlaR,tam,-1
1514,GlaR,ydfI,-1
1515,GlaR,ydfK,1
1516,GlaR,ydhS,-1
1517,GlaR,ynjH,-1
1518,GlaR,yeaE,-1
1519,GlaR,yobD,-1
1520,GlaR,yodB,1
1521,GlaR,yfbN,1
1522,GlaR,yfbO,1
1523,GlaR,hxpA,-1
1524,GlaR,yfbU,1
1525,GlaR,yfcO,-1
1526,GlaR,yfcV,1
1527,GlaR,yfdC,-1
1528,GlaR,yfdV,1
1529,GlaR,oxc,-1
1530,GlaR,ypdC,1
1531,GlaR,yfiR,-1
1532,GlaR,ypjA,-1
1533,GlaR,glaH,-1
1534,GlaR,alaE,1
1535,GlaR,casA,-1
1536,GlaR,yqhC,-1
1537,GlaR,ygiV,-1
1538,GlaR,ygiW,1
1539,GlaR,yhcD,-1
1540,GlaR,rsgA,-1
1541,GlaR,orn,1
1542,GlaR,yjfY,-1
1543,GlaR,bdcA,1
1544,GlaR,bdcR,-1
1545,GlaR,idnD,1
1546,GlaR,yjjP,1
1547,GlaR,yjjQ,-1
1548,ComR,bhsA,-1
1549,PlaR,eda,-1
1550,PlaR,glpA,-1
1551,PlaR,glpT,-1
1552,PlaR,plaR,-1
1553,PlaR,yiaK,-1
1554,PlaR,yiaL,-1
1555,PlaR,yiaM,-1
1556,PlaR,yiaN,-1
1557,PlaR,yiaO,-1
1558,PlaR,lyxK,-1
1559,PlaR,sgbH,-1
1560,PlaR,sgbU,-1
1561,PlaR,sgbE,-1
1562,PlaR,ygjV,-1
1563,NimR,nimR,-1
1564,NimR,nimT,-1
1565,NhaR,nhaA,1
1566,NhaR,osmC,1
1567,NhaR,nhaR,1
1568,NhaR,rsd,-1
1569,NhaR,alaT,0
1570,NhaR,alaU,-1
1571,NhaR,alaV,1
1572,NhaR,gltT,1
1573,NhaR,gltU,-1
1574,NhaR,gltV,-1
1575,NhaR,gltW,1
1576,NhaR,ileT,0
1577,NhaR,ileU,-1
1578,NhaR,ileV,1
1579,NhaR,rrfA,0
1580,NhaR,rrfB,1
1581,NhaR,rrfC,-1
1582,NhaR,rrfD,-1
1583,NhaR,rrfE,-1
1584,NhaR,rrfG,1
1585,NhaR,rrfH,1
1586,NhaR,rrlA,0
1587,NhaR,rrlB,1
1588,NhaR,rrlC,-1
1589,NhaR,rrlD,-1
1590,NhaR,rrlE,-1
1591,NhaR,rrlG,1
1592,NhaR,rrlH,1
1593,NhaR,rrsA,0
1594,NhaR,rrsB,1
1595,NhaR,rrsC,-1
1596,NhaR,rrsD,-1
1597,NhaR,rrsE,-1
1598,NhaR,rrsG,1
1599,NhaR,rrsH,1
1600,NhaR,rrfF,-1
1601,NhaR,thrV,-1
1602,NhaR,rmf,-1
1603,NhaR,pgaD,1
1604,NhaR,pgaC,1
1605,NhaR,pgaB,1
1606,NhaR,pgaA,1
1607,NarP,cysG,1
1608,NarP,nirB,1
1609,NarP,nirC,1
1610,NarP,nirD,1
1611,NarP,fdnG,-1
1612,NarP,fdnH,-1
1613,NarP,fdnI,-1
1614,NarP,nrfA,1
1615,NarP,nrfB,1
1616,NarP,nrfC,1
1617,NarP,nrfD,1
1618,NarP,nrfE,1
1619,NarP,nrfF,1
1620,NarP,nrfG,1
1621,NarP,ccmH,0
1622,NarP,ccmG,0
1623,NarP,ccmF,0
1624,NarP,ccmE,0
1625,NarP,ccmC,0
1626,NarP,ccmB,0
1627,NarP,ccmA,0
1628,NarP,napC,0
1629,NarP,napB,0
1630,NarP,napH,0
1631,NarP,napG,0
1632,NarP,napA,0
1633,NarP,napF,0
1634,NarP,napD,0
1635,NarP,ccmD,0
1636,NarP,ydeP,-1
1637,NarP,ydhT,-1
1638,NarP,ydhU,-1
1639,NarP,ydhX,-1
1640,NarP,ydhW,-1
1641,NarP,ydhV,-1
1642,NarP,ydhY,-1
1643,FrmR,frmA,-1
1644,FrmR,frmB,-1
1645,FrmR,frmR,-1
1646,MelR,melA,0
1647,MelR,melB,0
1648,MelR,melR,0
1649,GalR,galE,0
1650,GalR,galK,0
1651,GalR,galR,-1
1652,GalR,galT,0
1653,GalR,galM,0
1654,GalR,galP,-1
1655,McbR,yciE,1
1656,McbR,yciF,1
1657,McbR,yciG,1
1658,McbR,rsd,1
1659,McbR,rmf,1
1660,McbR,mcbA,-1
1661,XylR,araC,-1
1662,XylR,xylA,1
1663,XylR,xylB,1
1664,XylR,xylE,1
1665,XylR,xylG,1
1666,XylR,xylH,1
1667,XylR,xylF,1
1668,XylR,xylR,1
1669,HdfR,flhC,-1
1670,HdfR,flhD,-1
1671,HdfR,gltB,1
1672,HdfR,gltD,1
1673,HdfR,gltF,1
1674,HcaR,iroK,-1
1675,HcaR,hcaR,-1
1676,HcaR,hcaC,1
1677,HcaR,hcaB,1
1678,HcaR,hcaD,1
1679,HcaR,hcaE,1
1680,HcaR,hcaF,1
1681,Fur,garL,-1
1682,Fur,araB,1
1683,Fur,argF,1
1684,Fur,argG,-1
1685,Fur,cadC,1
1686,Fur,cirA,-1
1687,Fur,dmsA,1
1688,Fur,dmsB,1
1689,Fur,dmsC,1
1690,Fur,entA,-1
1691,Fur,entB,-1
1692,Fur,entC,-1
1693,Fur,entD,-1
1694,Fur,entE,-1
1695,Fur,entF,-1
1696,Fur,exbB,-1
1697,Fur,fecA,-1
1698,Fur,fecB,-1
1699,Fur,fecC,-1
1700,Fur,fecD,-1
1701,Fur,fecE,-1
1702,Fur,fecI,-1
1703,Fur,fecR,-1
1704,Fur,fepA,-1
1705,Fur,fepB,-1
1706,Fur,fepC,-1
1707,Fur,fepD,-1
1708,Fur,fepE,-1
1709,Fur,fepG,-1
1710,Fur,fes,-1
1711,Fur,fhuC,-1
1712,Fur,fhuE,-1
1713,Fur,fur,-1
1714,Fur,glpF,1
1715,Fur,glpK,1
1716,Fur,map,-1
1717,Fur,nth,-1
1718,Fur,oppA,-1
1719,Fur,oppB,-1
1720,Fur,oppC,-1
1721,Fur,oppD,-1
1722,Fur,oppF,-1
1723,Fur,pyrC,-1
1724,Fur,recN,-1
1725,Fur,ftnA,1
1726,Fur,sdhA,0
1727,Fur,sdhB,0
1728,Fur,sdhC,0
1729,Fur,sodA,-1
1730,Fur,sucA,1
1731,Fur,sucB,1
1732,Fur,sucC,1
1733,Fur,sucD,1
1734,Fur,tonB,0
1735,Fur,ugpE,-1
1736,Fur,uxaB,1
1737,Fur,entS,0
1738,Fur,entH,-1
1739,Fur,garK,-1
1740,Fur,garR,-1
1741,Fur,bfd,-1
1742,Fur,gspO,-1
1743,Fur,sufA,-1
1744,Fur,nohA,-1
1745,Fur,eamA,-1
1746,Fur,gpmA,-1
1747,Fur,mdtL,-1
1748,Fur,efeB,-1
1749,Fur,rsd,-1
1750,Fur,yddA,-1
1751,Fur,yddB,-1
1752,Fur,yihN,1
1753,Fur,yihX,1
1754,Fur,zapB,1
1755,Fur,yejG,-1
1756,Fur,yojI,-1
1757,Fur,feoA,-1
1758,Fur,feoB,-1
1759,Fur,gspM,-1
1760,Fur,ygaC,-1
1761,Fur,erpA,-1
1762,Fur,nrdF,-1
1763,Fur,ydiE,-1
1764,Fur,dppB,1
1765,Fur,dppC,1
1766,Fur,dppD,1
1767,Fur,dppF,1
1768,Fur,garP,-1
1769,Fur,ybaN,-1
1770,Fur,feoC,-1
1771,Fur,nrdE,-1
1772,Fur,rnpB,-1
1773,Fur,rmf,1
1774,Fur,ybdZ,-1
1775,Fur,yjjZ,-1
1776,Fur,esrE,1
1777,Fur,sdhX,1
1778,Fur,ryhB,-1
1779,Fur,xynR,1
1780,Fur,cusC,1
1781,Fur,fiu,-1
1782,Fur,bssR,1
1783,Fur,efeO,-1
1784,Fur,ortT,-1
1785,Fur,pqqU,-1
1786,Fur,yncE,-1
1787,Fur,adhP,-1
1788,Fur,tfaQ,-1
1789,Fur,stfQ,-1
1790,Fur,tqsA,1
1791,Fur,sufE,-1
1792,Fur,sufS,-1
1793,Fur,sufD,-1
1794,Fur,sufC,-1
1795,Fur,sufB,-1
1796,Fur,selO,-1
1797,Fur,mntP,1
1798,Fur,ftnB,1
1799,Fur,yfcV,1
1800,Fur,mntH,-1
1801,Fur,maeB,-1
1802,Fur,pdeF,1
1803,Fur,hcaR,-1
1804,Fur,nrdH,-1
1805,Fur,nrdI,-1
1806,Fur,hybO,1
1807,Fur,gpr,1
1808,Fur,yqhD,1
1809,Fur,dkgA,1
1810,Fur,nfeF,-1
1811,Fur,gspC,-1
1812,Fur,gspD,-1
1813,Fur,gspE,-1
1814,Fur,gspF,-1
1815,Fur,gspG,-1
1816,Fur,gspH,-1
1817,Fur,gspI,-1
1818,Fur,gspJ,-1
1819,Fur,gspK,-1
1820,Fur,gspL,-1
1821,Fur,yhhY,1
1822,Fur,yjiR,-1
1823,Fur,fhuF,-1
1824,Fur,uxaC,1
1825,QseB,dnaA,-1
1826,QseB,qseC,1
1827,QseB,qseB,1
1828,RcsB-BglJ,bglB,1
1829,RcsB-BglJ,bglF,1
1830,RcsB-BglJ,bglG,1
1831,RcsB-BglJ,leuO,1
1832,ArcA,dcuB,1
1833,ArcA,cydC,1
1834,ArcA,aldA,-1
1835,ArcA,arcA,1
1836,ArcA,argR,1
1837,ArcA,argT,-1
1838,ArcA,betB,-1
1839,ArcA,betI,-1
1840,ArcA,betT,-1
1841,ArcA,carA,1
1842,ArcA,moeA,1
1843,ArcA,moeB,1
1844,ArcA,cyoA,-1
1845,ArcA,cyoB,-1
1846,ArcA,cyoC,-1
1847,ArcA,cyoD,-1
1848,ArcA,cyoE,-1
1849,ArcA,dppA,1
1850,ArcA,fadA,-1
1851,ArcA,fadB,-1
1852,ArcA,fadL,-1
1853,ArcA,fumA,-1
1854,ArcA,glpD,-1
1855,ArcA,glpE,-1
1856,ArcA,gltA,-1
1857,ArcA,hyaD,1
1858,ArcA,hyaF,1
1859,ArcA,icd,-1
1860,ArcA,rpoS,-1
1861,ArcA,kdpA,-1
1862,ArcA,kgtP,-1
1863,ArcA,lpd,-1
1864,ArcA,manA,1
1865,ArcA,mdh,-1
1866,ArcA,ndh,-1
1867,ArcA,ndk,-1
1868,ArcA,oppA,0
1869,ArcA,pepN,-1
1870,ArcA,pflB,1
1871,ArcA,pldA,1
1872,ArcA,pncB,1
1873,ArcA,pntA,1
1874,ArcA,ptsG,-1
1875,ArcA,putA,-1
1876,ArcA,putP,-1
1877,ArcA,rho,1
1878,ArcA,sdhA,0
1879,ArcA,sdhB,0
1880,ArcA,sdhC,0
1881,ArcA,sdhD,0
1882,ArcA,ssb,-1
1883,ArcA,sucA,0
1884,ArcA,sucB,0
1885,ArcA,sucC,0
1886,ArcA,sucD,0
1887,ArcA,thrA,-1
1888,ArcA,uvrA,-1
1889,ArcA,xthA,-1
1890,ArcA,ompW,-1
1891,ArcA,dcuA,1
1892,ArcA,folE,-1
1893,ArcA,osmY,-1
1894,ArcA,dsbB,1
1895,ArcA,cydD,1
1896,ArcA,sthA,-1
1897,ArcA,yigI,-1
1898,ArcA,ybfA,1
1899,ArcA,fadD,-1
1900,ArcA,gadE,1
1901,ArcA,thiC,-1
1902,ArcA,potF,-1
1903,ArcA,yieE,-1
1904,ArcA,phoH,-1
1905,ArcA,rsd,-1
1906,ArcA,nuoM,-1
1907,ArcA,nuoF,-1
1908,ArcA,yfiF,1
1909,ArcA,lldP,-1
1910,ArcA,lldR,-1
1911,ArcA,lldD,-1
1912,ArcA,nupC,1
1913,ArcA,yeiQ,-1
1914,ArcA,yejG,-1
1915,ArcA,mqo,-1
1916,ArcA,nuoA,-1
1917,ArcA,nuoB,-1
1918,ArcA,nuoC,-1
1919,ArcA,nuoE,-1
1920,ArcA,nuoG,-1
1921,ArcA,nuoH,-1
1922,ArcA,nuoI,-1
1923,ArcA,nuoJ,-1
1924,ArcA,nuoK,-1
1925,ArcA,nuoL,-1
1926,ArcA,nuoN,-1
1927,ArcA,feoA,-1
1928,ArcA,yhjE,-1
1929,ArcA,acnB,-1
1930,ArcA,msrB,-1
1931,ArcA,cycA,-1
1932,ArcA,sstT,1
1933,ArcA,glcB,-1
1934,ArcA,micF,1
1935,ArcA,acpP,1
1936,ArcA,rmf,-1
1937,ArcA,gadF,1
1938,ArcA,sdhX,0
1939,ArcA,glcF,-1
1940,ArcA,gcvB,1
1941,ArcA,sroD,-1
1942,ArcA,fadH,-1
1943,ArcA,fadE,-1
1944,ArcA,ybiU,-1
1945,ArcA,rutG,1
1946,ArcA,rutF,1
1947,ArcA,rutE,1
1948,ArcA,rutD,1
1949,ArcA,rutC,1
1950,ArcA,rutB,1
1951,ArcA,rutA,1
1952,ArcA,ynaJ,-1
1953,ArcA,pqqU,-1
1954,ArcA,yncE,-1
1955,ArcA,ydgC,-1
1956,ArcA,rstA,1
1957,ArcA,fadJ,-1
1958,ArcA,fadI,-1
1959,ArcA,pyrS,1
1960,ArcA,glaH,-1
1961,ArcA,glcA,-1
1962,ArcA,glcG,-1
1963,ArcA,glcE,-1
1964,ArcA,glcD,-1
1965,ArcA,glcC,-1
1966,ArcA,nudE,-1
1967,ArcA,igaA,1
1968,ArcA,yhgE,1
1969,ArcA,yjiR,-1
1970,NfeR,nfeF,-1
1971,NfeR,nfeR,-1
1972,UvrY,uhpT,1
1973,UvrY,luxS,1
1974,UvrY,csrB,1
1975,UvrY,csrC,1
1976,UvrY,ydeP,1
1977,UvrY,uhpU,1
1978,YjjQ,flhC,-1
1979,YjjQ,flhD,-1
1980,GlpR,glpA,-1
1981,GlpR,glpB,-1
1982,GlpR,glpC,-1
1983,GlpR,glpD,-1
1984,GlpR,glpF,-1
1985,GlpR,glpK,-1
1986,GlpR,glpQ,-1
1987,GlpR,glpT,-1
1988,GlpR,glpX,-1
1989,SutR,cysE,-1
1990,SutR,fliA,-1
1991,SutR,fliZ,-1
1992,SutR,ydcO,-1
